State,Region,Food insecurity,Median household income,Children eligible for free lunch
WV,South,0.144,35458,0.467
WV,South,0.143,36554,0.375
WV,South,0.142,38147,0.454
WV,South,0.181,30819,0.487
WV,South,0.174,35982,0.522
WV,South,0.148,29352,0.562
WV,South,0.153,31051,0.58
WV,South,0.131,39665,0.413
WV,South,0.137,38720,0.437
WV,South,0.149,35423,0.456
WV,South,0.145,37591,0.522
WV,South,0.144,37826,0.451
WV,South,0.139,39401,0.456
WV,South,0.138,44593,0.439
WV,South,0.135,37676,0.468
WV,South,0.141,37705,0.494
WV,South,0.143,38676,0.492
WV,South,0.165,27382,0.564
WV,South,0.181,31805,0.593
WV,South,0.154,37759,0.435
WV,South,0.151,39444,0.425
WV,South,0.148,36999,0.481
WV,South,0.147,37132,0.526
WV,South,0.139,42065,0.433
WV,South,0.139,41205,0.45
WV,South,0.141,32880,0.513
WV,South,0.145,34525,0.582
